Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
135982540,Au coeur des solitudes,Lomig,"Lomig, Lomig",,"=""2377318126""","=""9782377318124""",5,4.21,SARBACANE,Hardcover,176,2023,,2025/09/13,2025/09/13,,,read,,,,1,0
35108194,Ornithomaniacs,Daria Schmitt,"Schmitt, Daria",,"=""2203096179""","=""9782203096172""",3,3.35,Casterman,Hardcover,104,2017,2017,2025/09/07,2025/09/07,,,read,,,,1,0
23593886,Notre héros défiguré,Yi Mun-Yol,"Mun-Yol, Yi",,"=""2868695779""","=""9782868695772""",5,3.76,Actes Sud,Paperback,128,1990,1987,2025/09/05,2025/09/05,,,read,,,,1,0
71290583,Sweet Jayne Mansfield: Sweet Jayne,J.M. Dupont,"Dupont, J.M.",,"=""2344017003""","=""9782344017005""",3,3.17,GLENAT,Hardcover,168,2021,,2025/09/05,2025/09/05,,,read,,,,1,0
152266471,La Distinction: Librement inspiré du livre de Pierre Bourdieu,Tiphaine Rivière,"Rivière, Tiphaine",,"=""241308133X""","=""9782413081333""",5,4.36,DELCOURT,Hardcover,296,2023,,2025/08/31,2025/08/31,,,read,,,,1,0
52286748,Géante : Histoire de celle qui parcourut le monde à la recherche de la liberté,Jean-Christophe Deveney,"Deveney, Jean-Christophe",Núria Tamarit,"=""241300016X""","=""9782413000167""",5,4.14,Delcourt,Hardcover,208,2020,2020,2025/08/16,2025/08/04,,,read,,,,1,0
216850381,Nexus,Yuval Noah Harari,"Harari, Yuval Noah",,"=""222649488X""","=""9782226494887""",4,4.17,ALBIN MICHEL,Paperback,576,2024,2024,2025/08/14,2025/08/06,,,read,,,,1,0
220209593,Battre l’extrême droite,Ludivine Bantigny,"Bantigny, Ludivine",,"=""2365124690""","=""9782365124690""",5,4.36,CROQUANT,Paperback,80,2024,,2025/08/06,2025/08/06,,,read,,,,1,0
43602371,L'Ours et le Rossignol,Katherine Arden,"Arden, Katherine",Jacques Collin,"=""2207143937""","=""9782207143933""",4,4.09,Denoël ,Paperback,368,2019,2017,2025/07/21,2025/07/21,,,read,,,,1,0
50018692,Les mains d'Illian (Le Boiseleur #1),Hubert,"Hubert, Hubert",Gaëlle Hersent,"=""2302077784""","=""9782302077782""",4,4.03,Les Éditions Soleil,Hardcover,94,2019,2019,2025/07/20,2025/06/08,,,read,,,,1,0
61826287,L'esprit d'atelier (Le Boiseleur #2),Hubert,"Hubert, Hubert",Gaëlle Hersent,"=""230209848X""","=""9782302098480""",5,4.31,Les Éditions Soleil,Hardcover,118,2022,2022,2025/07/20,2025/06/08,,,read,,,,1,0
59334321,Les grands cerfs,Gaétan Nocq,"Nocq, Gaétan",Claudie Hunzinger,"=""2356741038""","=""9782356741035""",4,3.95,Daniel Maghen,Hardcover,224,2021,,2025/07/14,2025/07/14,,,read,,,,1,0
200864418,La Mare,Erik Kriek,"Kriek, Erik",,"=""293110521X""","=""9782931105214""",3,3.40,ANSPACH,Hardcover,136,2024,2023,2025/07/14,2025/07/14,,,read,,,,1,0
60597810,Survivre aujourd'hui (Donjon Potron-Minet -82),Stéphane Oiry,"Oiry, Stéphane","Lewis Trondheim, Joann Sfar","=""2413016899""","=""9782413016892""",4,3.71,Delcourt,Hardcover,48,2022,2022,2025/07/05,2025/07/05,,,read,,,,1,0
63336455,"Larmes et brouillard (Donjon Zénith, #9)",Boulet,"Boulet, Boulet","Joann Sfar, Lewis Trondheim","=""2413047115""","=""9782413047117""",4,4.24,Delcourt,Hardcover,48,2022,2022,2025/07/05,2025/07/05,,,read,,,,1,0
56062869,"En sa mémoire (Donjon Zénith, 8)",Joann Sfar,"Sfar, Joann","Lewis Trondheim, Boulet","=""2413037667""","=""9782413037668""",4,4.18,Delcourt,Hardcover,48,2020,2020,2025/07/05,2025/07/05,,,read,,,,1,0
50373562,"Hors des remparts (Donjon Zénith, #7)",Joann Sfar,"Sfar, Joann","Lewis Trondheim, Boulet","=""2413016880""","=""9782413016885""",5,4.18,Delcourt,Hardcover,48,2020,2020,2025/07/05,2025/07/05,,,read,,,,1,0
181552754,"Moi, Edin Björnsson, pêcheur suédois au XVIIIe siècle coureur de jupons et assassiné par un mari jaloux",Édith,"Édith, Édith",,"=""2385610132""","=""9782385610135""",4,3.38,OXYMORE,Hardcover,112,2023,,2025/06/16,2025/06/16,,,read,,,,1,0
1626388,"Après la pluie (Donjon Potron-Minet, #-84)",Joann Sfar,"Sfar, Joann","Christophe Blain, Lewis Trondheim","=""2756002283""","=""9782756002286""",4,4.13,Delcourt,Board book,48,2006,2006,2025/06/16,2025/06/16,,,read,,,,1,0
5150195,"Sans un bruit (Donjon Potron-Minet, #-83 )",Joann Sfar,"Sfar, Joann","Christophe Gaultier, Lewis Trondheim","=""2756014419""","=""9782756014418""",3,4.00,Delcourt,Board book,46,2008,2008,2025/06/16,2025/06/16,,,read,,,,1,0
79492,"La Chemise de la nuit (Donjon Potron-Minet, #-99)",Joann Sfar,"Sfar, Joann",,"=""2840554232""","=""9782840554233""",4,4.13,Delcourt,Hardcover,47,1999,1999,2025/06/16,2025/06/16,,,read,,,,1,0
1405788,"Un justicier dans l'ennui (Donjon Potron-Minet, #-98 )",SFAR+TRONDHEIM+BLAIN,"SFAR+TRONDHEIM+BLAIN, SFAR+TRONDHEIM+BLAIN","Lewis Trondheim, Christophe Blain","=""2840555697""","=""9782840555698""",3,4.09,Delcourt,Hardcover,48,2004,2001,2025/06/16,2025/06/16,,,read,,,,1,0
7140698,"Jusqu'à ce que la mort nous sépare (Miss Pas Touche, #4)",Hubert,"Hubert, Hubert",Kerascoët,"=""2205062921""","=""9782205062922""",4,3.40,Dargaud,Hardcover,48,2009,2009,2025/06/14,2025/06/14,,,read,,,,1,0
4709238,"Le Prince charmant (Miss Pas Touche, #3)",Hubert,"Hubert, Hubert",Kerascoët,"=""220506083X""","=""9782205060836""",3,3.70,Dargaud,Hardcover,48,2009,2008,2025/06/14,2025/06/13,,,read,,,,1,0
2687516,"La Vierge du bordel (Miss Pas Touche, #1)",Hubert,"Hubert, Hubert",Kerascoët,"=""2205058118""","=""9782205058116""",4,3.96,Dargaud,Hardcover,48,2008,2006,2025/06/12,2025/06/12,,,read,,,,1,0
2687517,"Du sang sur les mains (Miss Pas Touche, #2)",Hubert,"Hubert, Hubert",Kerascoët,"=""2205059025""","=""9782205059021""",4,3.91,Dargaud,Hardcover,48,2008,2007,2025/06/12,2025/06/12,,,read,,,,1,0
6136798,"Miss Don't Touch Me, Vol. 1",Hubert,"Hubert, Hubert","Kerascoët, Joe  Johnson","=""1561635448""","=""9781561635443""",0,3.72,Nbm Pub Co,Paperback,92,2008,2006,,2025/06/08,to-read,to-read (#72),to-read,,,,0,0
55856318,"Première-née (Les Ogres-Dieux, #4)",Hubert,"Hubert, Hubert",Bertrand Gatignol,"=""2302090268""","=""9782302090262""",5,4.07,Les Éditions Soleil,Hardcover,156,2020,2020,2025/06/08,2025/06/08,,,read,,,,1,0
131940512,"La saison des spores (Le Convoyeur, #4)",Tristan Roulot,"Roulot, Tristan",Dimitri Armand,"=""2808206399""","=""9782808206396""",4,3.70,Le Lombard,Paperback,64,2023,2023,2025/06/07,2025/06/01,,,read,,,,1,0
57947032,Droit chemin T.02 : la nuit de la Goule,Wilfrid Lupano,"Lupano, Wilfrid",Morgann Tanco,"=""2756024988""","=""9782756024981""",4,3.33,Delcourt,Hardcover,56,2011,2011,2025/06/07,2025/06/07,,,read,,,,1,0
11958158,Les Enfants terribles,Wilfrid Lupano,"Lupano, Wilfrid",,"=""2756017582""","=""9782756017587""",4,3.33,DELCOURT,Hardcover,56,2011,2011,2025/06/06,2025/06/06,,,read,,,,1,0
31568286,"Demi-Sang (Les Ogres-Dieux, #2)",Hubert,"Hubert, Hubert",Bertrand Gatignol,"=""2302048490""","=""9782302048492""",4,4.11,Les Éditions Soleil,Hardcover,151,2016,2016,2025/06/05,2025/06/05,,,read,,,,1,0
125551811,Le Convoyeur - Tome 3 - Ces ténèbres qui nous lient (French Edition),Tristan Roulot,"Roulot, Tristan",Dimitri Armand,"=""2808203624""","=""""",3,3.87,Le Lombard,Kindle Edition,0,2022,2022,2025/06/01,2025/06/01,,,read,,,,1,0
2674236,"Retour en fanfare (Donjon Zénith, #6)",Joann Sfar,"Sfar, Joann","Lewis Trondheim, Boulet","=""2756005967""","=""9782756005966""",3,4.12,Delcourt,Paperback,48,2008,2008,2025/06/01,2025/06/01,,,read,,,,1,0
43088233,"Le Grand Homme (Les Ogres-Dieux, #3)",Hubert,"Hubert, Hubert",Bertrand Gatignol,"=""2302072731""","=""9782302072732""",5,4.13,Les Éditions Soleil,Hardcover,186,2018,2018,2025/05/31,2025/05/31,,,read,,,,1,0
1626372,"Un mariage à part (Donjon Zénith, #5)",Joann Sfar,"Sfar, Joann","Lewis Trondheim, Boulet","=""2840557347""","=""9782840557340""",4,4.04,Delcourt,Hardcover,46,2006,2001,2025/05/30,2025/05/30,,,read,,,,1,0
137218903,En bons pères de famille,Rose Lamy,"Lamy, Rose",,"=""2709672456""","=""9782709672450""",0,4.51,JC Lattès,Paperback,194,2023,,,2025/05/24,currently-reading,currently-reading (#10),currently-reading,,,,1,0
1626390,"Le sage du ghetto (Donjon Parade, #2)",Joann Sfar,"Sfar, Joann","Lewis Trondheim, Manu Larcenet","=""2840556936""","=""9782840556930""",3,3.84,DELCOURT,Hardcover,30,2001,2001,2025/05/18,2025/05/18,,,read,,,,1,0
227873393,Où sont passés nos milliards,Lucie Castets,"Castets, Lucie",,"=""202159873X""","=""9782021598735""",4,4.13,SEUIL,Paperback,176,2025,,2025/05/17,2025/05/17,,,read,,,,1,0
58302539,"La cité des Mille Flèches (Le convoyeur, #2)",Tristan Roulot,"Roulot, Tristan",Dimitri Armand,"=""2803679655""","=""9782803679652""",3,3.87,Le Lombard,Hardcover,56,2021,2021,2025/05/16,2025/05/16,,,read,,,,1,0
53805660,"Nymphe (Le convoyeur, #1)",Tristan Roulot,"Roulot, Tristan",Dimitri Armand,"=""2803675757""","=""9782803675753""",3,3.69,Le Lombard,Hardcover,56,2020,2020,2025/05/16,2024/01/13,,,read,,,,1,0
